,jobCode,synteza,nazwa_zawodu
1465,817207,"Obsługuje, nadzoruje oraz utrzymuje w należytym stanie technicznym strugarki jedno- i wielostronne oraz frezarki górno- i dolnowrzecionowe.",Operator strugarek i frezarek do drewna
1466,834311,Zajmuje się obsługą suwnicy i transportowaniem różnorodnych ładunków i towarów za pomocą tego urządzenia w pomieszczeniach fabrycznych lub składowiskach.,Operator suwnic (suwnicowy)
1467,351303,"Odpowiada za przystosowanie danych do wprowadzenia ich za pośrednictwem komputera;
zajmuje się pozyskiwaniem danych z zewnątrz przy pomocy komputera i systemu oraz przekazuje je w formie przetworzonej odpowiednim jednostkom organizacyjnym.",Operator systemów komputerowych
1468,754104,"Obsługuje zainstalowane w bazie prac podwodnych urządzenia i wyposażenie techniczne (zbiorniki ciśnieniowe, systemy gazowe, komory dekompresyjne i hiperbaryczne, dzwony nurkowe i narzędzia);
przygotowuje bazę prac podwodnych;
kontroluje stan techniczny sprzętu oraz urządzeń bazy prac podwodnych;
naprawia sprzęt nurkowy i wyposażenie baz prac podwodnych.",Operator systemów nurkowych
1469,321101,"Wyjaławia (sterylizuje) artykuły sanitarne, sprzęt i aparaty medyczne w celu zniszczenia lub usunięcia wszystkich drobnoustrojów wraz z zarodnikami, z zastosowaniem czynników fizycznych i chemicznych.","Operator systemów sterylizacji artykułów sanitarnych, sprzętu i aparatów medycznych"
1470,834312,"Obsługuje urządzenia robocze obiektu w sposób zapewniający jego bezpieczną eksploatację i wypełnianie zadań (dla śluzy - żegluga, dla jazu - przepuszczanie wód, dla zapory - gospodarka wodą, dla pompowni - przerzut wody), zgodnie z instrukcją eksploatacyjną.","Operator śluzy, jazu, zapory i pompowni"
1471,315305,"Wykonuje prace związane z procesem tankowania statków powietrznych, obejmującym: przyjęcie, składowanie paliw lotniczych w lotniskowym składzie paliw oraz tankowanie statków powietrznych, posługując się obowiązującymi w tym zakresie procedurami, instrukcjami, dokumentacją techniczną oraz specjalistyczną aparaturą kontrolno-pomiarową do badania jakości paliw i diagnozowania stanu technicznego instalacji i urządzeń paliwowych; zapewnia bezpieczeństwo podczas procesu tankowania statków powietrznych (zagrożenie pożarowe, terrorystyczne).",Operator tankowania statków powietrznych
1472,352115,Zapewnia właściwą realizację techniczną przekazu telewizyjnego; przygotowuje do pracy sprzęt telewizyjny przydzielony przez kierownika technicznego transmisji; kontroluje pracę sprzętu w czasie prób i programu.,Operator telewizyjnych urządzeń transmisyjnych
1473,817107,"Obsługuje urządzenia służące do bielenia mas włóknistych (celulozowych, półchemicznych, termochemicznych, ścieru drzewnego i innych), przy użyciu odpowiednich środków bielących (np. chloru i jego związków, tlenu).",Operator urządzeń bielących masy włókniste
1474,813106,"Obsługuje i nadzoruje urządzenia destylacyjne, działające w sposób ciągły lub okresowy, służące do rozdzielania mieszaniny ciekłych układów wieloskładnikowych oraz skroplonych gazów na czyste składniki poprzez ich ogrzanie i przeprowadzenie w stan pary, a następnie skroplenie par przez oziębienie.",Operator urządzeń destylacyjnych
1475,818104,Obsługuje urządzenia ręczno-mechaniczne bądź automatyczne do chemicznego polerowania szkła ołowiowego (kryształów) za pomocą kwasów.,Operator urządzeń do chemicznego polerowania szkła
1476,812110,"Kieruje określonymi odcinkami do ciągłego odlewania stali; organizuje prace związane z przygotowaniem urządzenia do przyjęcia stali płynnej oraz prowadzeniem procesu ciągłego odlewania stali, łącznie z regulacją jego szybkości.",Operator urządzeń do ciągłego odlewania stali
1477,814205,"Obsługuje maszyny do cięcia folii i płyt z tworzyw sztucznych, w tym osadzonych na nośniku, w celu otrzymania półproduktów o odpowiednich kształtach i wymiarach.",Operator urządzeń do cięcia folii i płyt
1478,813107,"Prowadzi i nadzoruje proces ekstrakcji w celu wyodrębnienia określonej substancji z roztworu przez działanie rozpuszczalnikiem, w zestawach ekstrakcyjnych pracujących okresowo lub w kolumnach o działaniu ciągłym, zaopatrzonych w mieszadła mechaniczne.",Operator urządzeń do ekstrakcji
1479,812201,"Wykonuje prace związane z obsługą, konserwacją i nadzorowaniem urządzeń do elektroforetycznego nakładania powłok malarskich: wanien zawierających materiały malarskie, mieszadeł, pomp, wyciągów ogólnych i przywannowych, podnośników, wciągników, zawieszek, prostowników, szyn prądowych, szaf sterowniczych, suszarek, pieców.",Operator urządzeń do elektroforetycznego nakładania powłok
1480,812111,"Obsługuje elektrolizery (wanny elektrolityczne) służące do przeprowadzania elektrolizy w celu wydzielenia metali z ich związków oraz do przeprowadzania rafinacji elektrolitycznej w celu otrzymania metali o dużej czystości, zgodnie z obowiązującymi instrukcjami i procedurami, przestrzegając przepisów bezpieczeństwa pracy, ochrony przeciwpożarowej, ochrony od porażeń prądem elektrycznym oraz ochrony środowiska.",Operator urządzeń do elektrolitycznego uzyskiwania metali
1481,812202,"Przygotowuje powierzchnie wyrobów do emaliowania; powleka lub nakłada emalię na zimno lub gorąco na wyroby powszechnego użytku, jak: wanny, miski, talerze, garnki, kubki itp., jak również na elementy ozdobne - blaszane i żeliwne, przez zanurzanie, natryskiwanie, polewanie, nakrapianie lub pokrywanie proszkiem; wypala emalię w piecach emalierskich.",Operator urządzeń do emaliowania
1482,811404,"Obsługuje urządzenia do formowania metodą odlewania i prasowania różnych asortymentów prefabrykatów gipsowych, a także agregaty formujące i urządzenia współpracujące przy produkcji suchych tynków gipsowych.",Operator urządzeń do formowania bloków i tynków gipsowych
1483,818105,"Obsługuje urządzenia do formowania włókna szklanego ciągłego, jego preparacji i suszenia oraz do wytwarzania z niego mat szklanych, rowingu, tkanin rowingowych i jedwabiu szklanego, posługując się obowiązującymi w tym zakresie dokumentacjami technicznymi i instrukcjami oraz aparaturą kontrolno-pomiarową.",Operator urządzeń do formowania i przetwórstwa włókna szklanego
1484,818106,"Obsługuje maszyny i urządzenia do formowania wyrobów ceramiki budowlanej, stołowej, elektrotechnicznej i technicznej; prowadzi procesy formowania oraz eksploatuje użytkowane maszyny i urządzenia zgodnie z obowiązującymi instrukcjami i procedurami, przestrzegając przepisów bhp, ppoż. i ochrony środowiska.",Operator urządzeń do formowania wyrobów ceramicznych
1485,818107,"Obsługuje i nadzoruje maszyny i urządzenia stosowane przy formowaniu ceramicznych wyrobów ogniotrwałych: elementów termoizolacyjnych, bloków, cegieł i pustaków ogniotrwałych, retort, tygli itp.; nadzoruje procesy formowania i eksploatuje użytkowane maszyny i urządzenia zgodnie z obowiązującymi instrukcjami i procedurami, przestrzegając przepisów bhp, ppoż. i ochrony środowiska.",Operator urządzeń do formowania wyrobów ogniotrwałych
1486,818108,Obsługuje prasy stemplowe przy formowaniu cegły surowej lub innych wyrobów sylikatowych.,Operator urządzeń do formowania wyrobów sylikatowych
1487,814206,"Obsługuje i nadzoruje urządzenia służące do formowania wyrobów z tworzyw sztucznych różnymi metodami, zgodnie z obowiązującymi normami, instrukcjami i procedurami oraz przestrzegając przepisów bhp, ppoż. i ochrony środowiska.",Operator urządzeń do formowania wyrobów z tworzyw sztucznych
1488,818109,"Obsługuje piece do gięcia szkła, nadając taflom szkła płaskiego różne pożądane kształty, zgodnie z formami wykonanymi według rysunku.",Operator urządzeń do gięcia szkła
1489,818110,Przygotowuje szkło płaskie do hartowania i prowadzi proces obróbki termicznej szkła w piecach do hartowania i gięcia szkła.,Operator urządzeń do hartowania szkła
1490,817108,"Obsługuje i nadzoruje urządzenia służące do uszlachetniania wyrobów papierowych przez ich powlekanie lub impregnowanie odpowiednimi substancjami w celu uzyskania zamierzonych właściwości wyrobów; prowadzi procesy powlekania i impregnowania oraz eksploatuje użytkowane maszyny i urządzenia zgodnie z obowiązującymi instrukcjami i procedurami, przestrzegając przepisów bhp, ppoż. i ochrony środowiska.",Operator urządzeń do impregnowania i powlekania wyrobów papierowych
1491,815903,"Obsługuje i nadzoruje różne typy maszyn do klejenia punktowego, wielkopowierzchniowego lub maszyn do klejenia drobnych elementów odzieży; kontroluje przebieg klejenia elementów odzieży; dokonuje drobnych napraw klejarek.",Operator urządzeń do klejenia elementów odzieży
1492,816004,"Obsługuje maszyny i urządzenia oraz wykonuje inne prace związane z pakowaniem herbat sypkich i ekspresowych, zgodnie z obowiązującymi instrukcjami i procedurami, przestrzegając zasad higieny produkcji oraz przepisów bezpieczeństwa pracy i ochrony środowiska.",Operator urządzeń do konfekcjonowania herbaty
1493,817208,"Obsługuje i nadzoruje urządzenia do lakierowania, laminowania i cięcia płyt pilśniowych i wiórowych; prowadzi procesy obróbcze oraz eksploatuje użytkowane maszyny i urządzenia zgodnie z obowiązującymi instrukcjami i procedurami, przestrzegając przepisów bhp, ppoż. i ochrony środowiska.",Operator urządzeń do końcowej obróbki płyt
1494,813108,"Obsługuje i nadzoruje urządzenia pracujące w sposób okresowy lub ciągły, służące do wyodrębniania w skali przemysłowej ciał stałych z roztworu stopu lub gazu oraz rozdzielania mieszanin na składniki (krystalizacja frakcjonująca), celem otrzymania jednorodnych substancji stałych w postaci czystej - za pomocą chłodzenia, odparowywania lub obu tych procesów.",Operator urządzeń do krystalizacji
1495,818111,"Obsługuje urządzenia do matowania wyrobów szklanych piaskiem kwarcowym, prowadzi proces matowania całych powierzchni lub wzorów dekoracyjnych na powierzchniach wyrobów szkła oświetleniowego, gospodarczego, technicznego i płaskiego.",Operator urządzeń do matowania wyrobów szklanych
1496,817109,"Obsługuje holendry lub młyny stożkowe i tarczowe służące do mielenia mas włóknistych w celu nadania im odpowiednich właściwości papierotwórczych (zdolność spilśniania), przez defibrylację lub skręcanie włókien celulozowych.",Operator urządzeń do mielenia masy włóknistej
1497,818302,"Obsługuje i nadzoruje maszyny i urządzenia linii do rozlewu ciekłych produktów spożywczych w butelki ze szkła, zgodnie z obowiązującymi instrukcjami i procedurami, z zachowaniem właściwych warunków higieniczno-sanitarnych oraz przestrzegając przepisów, bhp, ppoż. i ochrony środowiska.","Operator urządzeń do mycia, napełniania i zamykania butelek"
1498,812203,"Obsługuje, konserwuje i nadzoruje urządzenia do nakładania powłok galwanicznych: automaty sztywne lub programowo sterowane, wanny galwanizerskie, bębny, kielichy, wyciągi szczelinowe i ogólne, pompy przepompowujące kąpiele, filtry galwanizerskie, bełkotki, prostowniki, agregaty sprężarkowe, wyciągniki, podnośniki, dozowniki mediów itp.",Operator urządzeń do nakładania powłok galwanicznych
1499,812204,"Obsługuje i konserwuje urządzenia do natryskowego nakładania powłok, dobiera parametry technologiczne procesu, takie jak: ciśnienie gazów, temperatura płomienia, szybkość transportu materiałów nanoszonych do dyszy urządzenia; wykańcza naniesione powłoki za pomocą obróbki mechanicznej.",Operator urządzeń do natryskowego nakładania powłok
1500,813202,"Odpowiada za prawidłowe przygotowanie urządzeń wywołujących do ekspozycji;
obsługuje maszyny i urządzenia do wywoływania błon fotograficznych amatorskich i zawodowych, materiałów zdjęciowych i mikrofilmowych.",Operator urządzeń do obróbki błon i filmów fotograficznych
1501,813109,"Obsługuje i nadzoruje piece do spiekania, wypalania, wyżarzania i prażenia surowców i innych podobnych procesów, stosowane w celu przeprowadzenia zmian chemicznych lub nadania substancjom specjalnych właściwości, urządzenia do podgrzewania i schładzania, stosowane w celu uzyskania temperatury właściwej dla danego procesu, oraz urządzenia do suszenia wilgotnych materiałów.",Operator urządzeń do obróbki cieplnej chemikaliów
1502,811302,"Prowadzi obróbkę odwiertów wydobywczych za pomocą urządzeń wyciągowych, pomp i tłoków; oczyszcza rury wydobywcze, zapuszcza i wyciąga z odwiertów torpedy, perforatory, uszczelniacze i grzejniki elektryczne; konserwuje maszyny i urządzenia do obróbki odwiertów wydobywczych.",Operator urządzeń do obróbki odwiertów wydobywczych
1503,818112,"Obsługuje urządzenia do oddzielania kapy od wyrobów lub rozdzielania wyrobów o przekroju kołowym metodą płomieniową, a także obsługuje zatapiarki do płomieniowego zatapiania obrzeży wyrobów szklanych.",Operator urządzeń do obróbki płomieniowej szkła
1504,816005,Obsługuje i nadzoruje urządzenia do odbioru mleka i prowadzenia podstawowych operacji technologicznych stosowanych w przetwórstwie mleka.,Operator urządzeń do obróbki surowca mleczarskiego
1505,818901,Obsługuje maszyny przeznaczone do formowania lub układania w stosy opakowań grupowych lub pojemników sztywnych na palecie.,Operator urządzeń do paletyzacji
1506,812205,"Wykonuje lub nadzoruje prace związane z nakładaniem metalu bardziej szlachetnego na arkusze blach lub taśm metalowych metodą odlewania, zgrzewania, lutowania, napawania lub metoda skurczową; nadzoruje walcowanie lub obróbkę w prasach po naniesieniu jedno- lub dwustronnym metalu bardziej szlachetnego.",Operator urządzeń do platerowania
1507,752304,"Nakłada materiały wykończeniowe i polerskie, poleruje różnego rodzaju powierzchnie (płaskie, wklęsłe i wypukłe), detale i meble za pomocą przyrządów i urządzeń elektromechanicznych.",Operator urządzeń do polerowania drewna
1508,815701,"Operator urządzeń do prania, prasowania i chemicznego czyszczenia tekstyliów wykonuje pranie tekstyliów na mokro lub czyszczenie chemiczne zgodnie z określoną technologią.
Zawód operatora urządzeń do prania, prasowania i chemicznego czyszczenia tekstyliów jest zawodem o charakterze usługowym. Operator urządzeń do prania, prasowania i chemicznego czyszczenia tekstyliów przyjmuje tekstylia i klasyfikuje według: rodzaju, technologii prania (wodne, chemiczne), sortuje według: źródła pochodzenia, rodzaju zabrudzeń, rodzaju włókien, koloru, a następnie dokonuje wyboru technologii prania, suszenia i prasowania. Operator urządzeń do prania, prasowania i chemicznego czyszczenia tekstyliów, dobiera i stosuje technologie, środki chemiczne, przestrzega norm i rygorów czasu i temperatury na poszczególnych etapach cyklu technologicznego, obsługuje i nadzoruje maszyny i urządzenia użytkowane na wszystkich etapach procesu prania /czyszczenia. Ponadto ocenia jakość wykonanej usługi. W zależności od profilu działalności pralni może również wykonywać usługę uszlachetniania tekstyliów zgodnie z zaleceniem klienta przez: dekatyzację, zmiękczanie, teflonowanie itp.","Operator urządzeń do prania, prasowania i chemicznego czyszczenia tekstyliów"
1509,813110,Obsługuje urządzenia stosowane przy produkcji cementu metodą mokrą i suchą.,Operator urządzeń do produkcji cementu
1510,813111,"Obsługuje urządzenia (o pracy ciągłej lub okresowej) do produkcji podstawowych chemikaliów nieorganicznych na bazie takich surowców, jak: siarka, fosforyty, sole mineralne, składniki powietrza i inne materiały nieorganiczne; monitoruje przebieg procesów produkcji substancji nieorganicznych (np. kwasy nieorganiczne, soda kalcynowana i kaustyczna, różne sole nieorganiczne), stanowiących podstawowe surowce i półprodukty dla różnych branż przemysłu chemicznego oraz innych gałęzi gospodarki.",Operator urządzeń do produkcji chemikaliów nieorganicznych
1511,813112,"Monitoruje i obsługuje urządzenia do produkcji chemikaliów organicznych, głównie barwników, farmaceutyków, środków ochrony roślin, substancji zapachowych, dodatków do polimerów, paliw i olejów, a także odczynników chemicznych; monitoruje przebieg procesów produkcji substancji organicznych, stanowiących surowce i półprodukty dla różnych branż przemysłu chemicznego, spożywczego itp.",Operator urządzeń do produkcji chemikaliów organicznych
1512,816006,Obsługuje i nadzoruje maszyny i urządzenia do przerobu buraków cukrowych na cukier rafinowany.,Operator urządzeń do produkcji cukru
1513,813113,"Obsługuje i nadzoruje urządzenia do przetwarzania gazowych, ciekłych i stałych surowców chemicznych w różnego rodzaju środki bakteriobójcze, wirusobójcze i grzybobójcze oraz urządzenia do konfekcjonowania otrzymanych wyrobów.",Operator urządzeń do produkcji dezynfektantów
1514,811405,"Obsługuje mieszarkę jezdną przy produkcji elementów z betonu komórkowego, przestrzegając instrukcji obsługi oraz zasad bhp.",Operator urządzeń do produkcji elementów z betonu komórkowego
1515,813114,"Obsługuje i nadzoruje aparaturę, urządzenia i instalacje do wytwarzania gazów technicznych, ciekłego dwutlenku węgla i suchego lodu, skraplania i rozdziału powietrza; preparuje butle acetylenowe i uzupełnia naczynia transportowe gazami technicznymi.",Operator urządzeń do produkcji gazów technicznych
1516,813115,"Obsługuje i nadzoruje aparaty oraz urządzenia, w których przeprowadza się procesy technologiczne celem uzyskania jednorodnej masy katalizatora o wymaganych, powtarzalnych właściwościach katalitycznych, oraz dalsze operacje jednostkowe (np. rozdrabnianie, granulowanie, formowanie, nanoszenie, obróbkę termiczną i chemiczną), prowadzące do otrzymania pożądanej formy użytecznej katalizatora.",Operator urządzeń do produkcji katalizatorów
1517,816007,"Obsługuje i nadzoruje urządzenia stosowane do produkcji koncentratów obiadowych (zupy, sosy, drugie dania), bulionów i rosołów, deserów w proszku (budynie, kisiele, galaretki, kremy itp.), koncentratów ciast oraz dodatków do ciast i deserów, kawy zbożowej, koncentratów napojów orzeźwiających i innych podobnych wyrobów, zgodnie z obowiązującymi instrukcjami technologicznymi, instrukcjami obsługi maszyn i urządzeń oraz procedurami, przestrzegając przepisów higieniczno-sanitarnych, bhp, ppoż. i ochrony środowiska.",Operator urządzeń do produkcji koncentratów spożywczych
1518,816008,"Obsługuje i nadzoruje urządzenia automatyczne, półautomatyczne i mechaniczne linii technologicznych do produkcji musztardy, majonezu i sosów majonezowych w oparciu o obowiązującą w tym zakresie dokumentację (normy, specyfikacje, procedury, instrukcje), przestrzegając zasad higieniczno-sanitarnych oraz przepisów bezpieczeństwa i higieny pracy oraz ochrony środowiska.",Operator urządzeń do produkcji majonezu i musztardy
1519,816009,"Prowadzi proces produkcji makaronu na liniach produkcyjnych, w tym automatycznych, zgodnie z obowiązującymi instrukcjami i procedurami oraz przestrzegając przepisów higieniczno-sanitarnych, bhp i ppoż.; obsługuje linie produkcyjne, nadzoruje pracę poszczególnych maszyn i urządzeń.",Operator urządzeń do produkcji makaronu
1520,811406,Wytwarza mieszanki mineralno-asfaltowe w specjalnych maszynach (tzw. otaczarkach) poprzez dozowanie i mieszanie odpowiednio dobranych kruszyw i lepiszcza asfaltowego.,Operator urządzeń do produkcji mas asfaltobetonowych
1521,813116,"Obsługuje i nadzoruje urządzenia do wytwarzania i obróbki mas bitumicznych do celów izolacyjnych, impregnacyjnych i drogowych.",Operator urządzeń do produkcji mas bitumicznych
1522,813117,Obsługuje i nadzoruje aparaturę i urządzenia do prowadzenia procesów syntezy związków krzemoorganicznych oraz wytwarzania i obróbki metalurgicznej i mechanicznej krzemu o czystości półprzewodnikowej.,Operator urządzeń do produkcji materiałów półprzewodnikowych
1523,818113,"Obsługuje i nadzoruje maszyny i urządzenia stosowane przy produkcji proszków i wyrobów ściernych; prowadzi procesy technologiczne oraz eksploatuje użytkowane maszyny i urządzenia zgodnie z obowiązującymi instrukcjami i procedurami, przestrzegając przepisów bhp, ppoż. i ochrony środowiska.",Operator urządzeń do produkcji materiałów ściernych
1524,813118,"Obsługuje i nadzoruje urządzenia do produkcji w skali przemysłowej różnego rodzaju materiałów wybuchowych, prochów, środków pirotechnicznych i środków inicjujących oraz amunicji, w warunkach wymagających specjalnych środków ostrożności.",Operator urządzeń do produkcji materiałów wybuchowych i pokrewnych
1525,816010,"Obsługuje i nadzoruje automatyczne linie do komponowania i rozlewu różnego rodzaju bezalkoholowych napojów gazowanych: toniku, coca-coli, pepsi-coli fanty i innych; prowadzi proces produkcji zgodnie z obowiązującymi instrukcjami i procedurami, z zachowaniem właściwych warunków higieniczno-sanitarnych oraz przestrzegając przepisów bezpieczeństwa i higieny pracy.",Operator urządzeń do produkcji napojów bezalkoholowych
1526,813119,"Obsługuje i nadzoruje aparaty, instalacje i urządzenia służące do produkcji jednoskładnikowych nawozów sztucznych azotowych, fosforowych i potasowych oraz nawozów wieloskładnikowych, zgodnie z instrukcjami technologicznymi i ruchowymi oraz obowiązującymi procedurami, przestrzegając przepisów bhp i ochrony środowiska.",Operator urządzeń do produkcji nawozów sztucznych
1527,813120,Obsługuje i nadzoruje maszyny i urządzenia do produkcji ołówków i kredek.,Operator urządzeń do produkcji ołówków
1528,816011,Obsługuje i nadzoruje maszyny i urządzenia w procesie technologicznym produkcji mieszanek paszowych i pasz granulowanych w wytwórni pasz.,Operator urządzeń do produkcji pasz
1529,816012,"Obsługuje i nadzoruje urządzenia i linie produkcyjne do wytwarzania różnego rodzaju pieczywa: chleba, bułek, pieczywa chrupkiego oraz pieczywa cukierniczego: herbatników, krakersów, pierników, wafli i innych podobnych wyrobów.",Operator urządzeń do produkcji pieczywa
1530,816013,"Obsługuje i nadzoruje linie technologiczne, instalacje, maszyny i urządzenia stosowane przy produkcji piwa oraz czuwa nad prawidłowym przebiegiem poszczególnych etapów procesu technologicznego produkcji piwa.",Operator urządzeń do produkcji piwa
1531,813121,"Obsługuje, nadzoruje, kontroluje i reguluje, zgodnie z instrukcją technologiczną, urządzenia do wytwarzania różnego rodzaju sadz ze związków węglopochodnych i naftopochodnych.",Operator urządzeń do produkcji sadzy
1532,816014,"Obsługuje i nadzoruje urządzenia gorzelni (rolniczych) stosowane w procesach wytwarzania destylatu rolniczego (spirytusu surowego) z surowców zbożowych (żyta, kukurydzy), a także z melasy lub ziemniaków; prowadzi procesy technologiczne i eksploatuje użytkowane urządzenia zgodnie z obowiązującymi instrukcjami, aktami prawnymi i procedurami, przestrzegając przepisów higieniczno-sanitarnych, bhp, ppoż. i ochrony środowiska.",Operator urządzeń do produkcji spirytusu
1533,813122,"Prowadzi proces produkcji sztucznej skóry (dermy, skaju i in.) lub skóry wtórnej, do wytwarzania której używa się rozwłóknionych odpadów skór naturalnych, garbowanych; obsługuje aparaty, maszyny i urządzenia, takie jak: transportery, urządzenia rozdrabniające, wirówki, mieszadła, wyparki, filtry, kalandry, granulatory, wytłaczarki, formy wtryskowe i in.; konserwuje, reguluje i wykonuje drobne naprawy obsługiwanych maszyn.",Operator urządzeń do produkcji sztucznej skóry
1534,813123,"Obsługuje i nadzoruje maszyny i urządzenia do przetwarzania ciekłych i stałych surowców chemicznych w różnego rodzaju środki do mycia, prania i czyszczenia oraz urządzenia do konfekcjonowania otrzymanych wyrobów.",Operator urządzeń do produkcji środków piorących i myjących
1535,818114,"Obsługuje maszynę próżniową usuwającą powietrze z przestrzeni międzyściankowej wkładów termosowych i zabezpiecza próżnię przez zatopienie kapilary; obsługuje srebrzarki, suszarki oraz wirówki służące do pokrywania od strony wewnętrznej naczyń termosowych warstewką metalicznego srebra.",Operator urządzeń do produkcji termosów
1536,816015,Obsługuje i nadzoruje maszyny i urządzenia do pozyskiwania oleju z nasion oleistych oraz produkcji margaryny i podobnych wyrobów.,Operator urządzeń do produkcji tłuszczów roślinnych
1537,813124,"Prowadzi proces produkcji węgli aktywnych: zasadowych, obojętnych, kwaśnych i specjalnych, w różnego typu urządzeniach i aparatach, o działaniu ciągłym lub okresowym: piecach retortowych i obrotowych, suszarniach tunelowych i próżniowych, mieszalnikach i wirówkach.",Operator urządzeń do produkcji węgli aktywnych
1538,816016,"Obsługuje i nadzoruje urządzenia i instalacje technologiczne oraz prowadzi procesy produkcji fermentowanych wyrobów winiarskich, w tym: win, miodów pitnych, napojów winopochodnych i winopodobnych, zgodnie z obowiązującymi w tym zakresie aktami prawnymi, instrukcjami (technologicznymi, obsługi urządzeń), normami i procedurami, przestrzegając przepisów higieniczno-sanitarnych, bhp, ppoż. i ochrony środowiska.",Operator urządzeń do produkcji wina
1539,813125,Obsługuje i nadzoruje maszyny do formowania i obróbki włókien chemicznych z polimerów naturalnych i syntetycznych.,Operator urządzeń do produkcji włókien chemicznych
1540,816017,"Obsługuje i nadzoruje urządzenia oraz linie produkcyjne stosowane do produkcji czekolady, czekoladek, karmelków, drażetek, pomadek, gumy do żucia, chałwy i innych podobnych wyrobów.",Operator urządzeń do produkcji wyrobów cukierniczych
1541,813126,"Obsługuje i nadzoruje urządzenia do otrzymywania substancji farmaceutycznych, formulowania leków i ich konfekcjonowania, zwykle w warunkach aseptycznych (sterylnych).",Operator urządzeń do produkcji wyrobów farmaceutycznych
1542,813127,"Obsługuje i nadzoruje urządzenia do przetwarzania ciekłych i stałych surowców chemicznych, w celu uzyskania różnego rodzaju środków kosmetycznych pielęgnacyjnych i upiększających, oraz urządzenia do konfekcjonowania otrzymanych wyrobów.",Operator urządzeń do produkcji wyrobów kosmetycznych
1543,816018,"Obsługuje i nadzoruje urządzenia i linie produkcyjne do wytwarzania napojów mlecznych, masła, serów, mleka w proszku i innych produktów mleczarskich.",Operator urządzeń do produkcji wyrobów mleczarskich
1544,816019,"Obsługuje i nadzoruje urządzenia i instalacje z aparaturą kontrolno-pomiarową do produkcji spirytusu rektyfikowanego i napojów spirytusowych (wódek czystych i gatunkowych); prowadzi procesy produkcyjne i eksploatuje urządzenia zgodnie z obowiązującymi instrukcjami, aktami prawnymi i procedurami, przestrzegając przepisów higieniczno-sanitarnych, bhp, ppoż. i ochrony środowiska.",Operator urządzeń do produkcji wyrobów spirytusowych
1545,816020,"Prowadzi procesy i obsługuje linie produkcyjne związane z przerobem ziarna kakaowego na miazgę kakaową, tłuszcz kakaowy i kakao, zgodnie z instrukcjami technologicznymi, instrukcjami technicznymi obsługi maszyn i urządzeń oraz obowiązującymi procedurami, przestrzegając przepisów sanitarno-higienicznych, bhp i ppoż.",Operator urządzeń do przerobu ziarna kakaowego
1546,816021,"Obsługuje i nadzoruje maszyny i urządzenia do przerobu ziarna zbóż na mąkę, kasze, płatki.",Operator urządzeń do przerobu ziarna zbóż
1547,813128,"Obsługuje instalacje, aparaty i urządzenia służące do oczyszczania ropy naftowej, gazu ziemnego i produktów naftowych, destylacji ropy naftowej, prowadzenia procesów krakowania i produkcji paliw ciekłych oraz do produkcji substancji smarowych i gazów syntezowych.",Operator urządzeń do przeróbki ropy naftowej i gazu
1548,816026,"Obsługuje i nadzoruje maszyny i urządzenia do uboju drobiu i obróbki poubojowej oraz do przetwarzania mięsa drobiowego na wędliny, wyroby garmażeryjne i konserwy.",Operator urządzeń do przetwórstwa drobiu
1549,816027,"Obsługuje i nadzoruje maszyny i urządzenia do produkcji kawy ziarnistej, mielonej i rozpuszczalnej, w tym kawy bezkofeinowej, zgodnie z obowiązującymi instrukcjami i procedurami, przestrzegając higieny produkcji, przepisów bezpieczeństwa pracy, ppoż. i ochrony środowiska.",Operator urządzeń do przetwórstwa kawy
1550,816028,"Obsługuje i nadzoruje maszyny i urządzenia do uboju zwierząt rzeźnych i obróbki poubojowej tusz, do produkcji wędlin, wędzonek, wędlin podrobowych, konserw mięsnych, mięsno-warzywnych itp. oraz do wytopu tłuszczu.",Operator urządzeń do przetwórstwa mięsa
1551,816029,"Obsługuje i nadzoruje maszyny i urządzenia do produkcji konserw i przetworów z owoców i warzyw: kompotów, konserw warzywnych, mrożonek, soków, koncentratów, dżemów, powideł itp.",Operator urządzeń do przetwórstwa owocowo-warzywnego
1552,816030,"Obsługuje i nadzoruje maszyny i urządzenia stosowane do przygotowywania ryb do spożycia, mrożenia i wędzenia ryb, do produkcji przetworów rybnych: marynat, konserw, past, oraz do produkcji olejów.",Operator urządzeń do przetwórstwa ryb
1553,814103,"Obsługuje i nadzoruje urządzenia do przygotowywania recepturowych mieszanek gumowych celem dalszego ich przetworzenia, urządzeń do wytwarzania różnych półproduktów do konfekcjonowania lub wulkanizacji oraz gotowych wyrobów gumowych.",Operator urządzeń do przetwórstwa surowców gumowych
1554,816031,"Obsługuje i nadzoruje maszyny i urządzenia do produkcji mączki ziemniaczanej, syropu ziemniaczanego i glukozy krystalicznej, dekstryn, płatków ziemniaczanych oraz kostki i grysu ziemniaczanego.",Operator urządzeń do przetwórstwa ziemniaczanego
